constructorResultsId,raceId,constructorId,points,status
14071,351,131,10,nan
14072,351,3,9,nan
14073,351,4,6,nan
14074,351,10,2,nan
14075,351,5,0,nan
14076,351,166,0,nan
14077,351,205,0,nan
14078,351,15,0,nan
14079,351,164,0,nan
14080,352,9,43,nan
14081,352,6,15,nan
14082,352,1,22,nan
14083,352,131,8,nan
14084,352,15,10,nan
14085,352,3,2,nan
14086,352,5,1,nan
14087,352,205,0,nan
14088,352,166,0,nan
14089,352,164,0,nan
14090,352,10,0,nan
14091,352,4,0,nan
14092,353,6,40,nan
14093,353,1,18,nan
14094,353,131,12,nan
14095,353,4,10,nan
14096,353,10,8,nan
14097,353,3,7,nan
14098,353,15,6,nan
14099,353,5,0,nan
14100,353,205,0,nan
14101,353,164,0,nan
14102,353,9,0,nan
14103,353,166,0,nan
14104,354,9,43,nan
14105,354,6,15,nan
14106,354,1,22,nan
14107,354,131,14,nan
14108,354,3,4,nan
14109,354,4,2,nan
14110,354,15,1,nan
14111,354,5,0,nan
14112,354,10,0,nan
14113,354,205,0,nan
14114,354,166,0,nan
14115,354,164,0,nan
14116,355,9,29,nan
14117,355,1,33,nan
14118,355,131,12,nan
14119,355,4,18,nan
14120,355,6,7,nan
14121,355,5,2,nan
14122,355,15,0,nan
14123,355,3,0,nan
14124,355,10,0,nan
14125,355,205,0,nan
14126,355,166,0,nan
14127,355,164,0,nan
14129,841,9,35,nan
14130,841,1,26,nan
14131,841,4,15,nan
14132,841,6,18,nan
14133,841,15,0,nan
14134,841,5,4,nan
14135,841,10,3,nan
14136,841,205,0,nan
14137,841,166,0,nan
14138,841,3,0,nan
14139,841,131,0,nan
14140,842,9,37,nan
14141,842,1,22,nan
14142,842,4,15,nan
14143,842,6,18,nan
14144,842,15,6,nan
14145,842,131,2,nan
14146,842,10,1,nan
14147,842,5,0,nan
14148,842,205,0,nan
14149,842,166,0,nan
14150,842,164,0,nan
14151,842,3,0,nan
14152,843,1,37,nan
14153,843,9,33,nan
14154,843,131,14,nan
14155,843,6,14,nan
14156,843,4,2,nan
14157,843,15,1,nan
14158,843,10,0,nan
14159,843,3,0,nan
14160,843,5,0,nan
14161,843,205,0,nan
14162,843,166,0,nan
14163,843,164,0,nan
14164,844,9,43,nan
14165,844,6,15,nan
14166,844,1,20,nan
14167,844,131,10,nan
14168,844,4,10,nan
14169,844,5,2,nan
14170,844,15,1,nan
14171,844,10,0,nan
14172,844,3,0,nan
14173,844,205,0,nan
14174,844,166,0,nan
14175,844,164,0,nan
14176,845,9,37,nan
14177,845,1,33,nan
14178,845,6,10,nan
14179,845,131,14,nan
14180,845,4,4,nan
14181,845,15,3,nan
14182,845,10,0,nan
14183,845,5,0,nan
14184,845,3,0,nan
14185,845,205,0,nan
14186,845,166,0,nan
14187,845,164,0,nan
14188,846,9,37,nan
14189,846,6,18,nan
14190,846,1,23,nan
14191,846,15,10,nan
14192,846,10,6,nan
14193,846,4,4,nan
14194,846,3,2,nan
14195,846,5,1,nan
14196,846,131,0,nan
14197,846,205,0,nan
14198,846,166,0,nan
14199,846,164,0,nan
14200,847,1,25,nan
14201,847,9,33,nan
14202,847,131,12,nan
14203,847,4,10,nan
14204,847,6,8,nan
14205,847,15,6,nan
14206,847,5,5,nan
14207,847,3,2,nan
14208,847,164,0,nan
14209,847,166,0,nan
14210,847,205,0,nan
14211,847,10,0,nan
14212,848,9,40,nan
14213,848,6,28,nan
14214,848,1,20,nan
14215,848,131,6,nan
14216,848,5,4,nan
14217,848,10,2,nan
14218,848,4,1,nan
14219,848,15,0,nan
14220,848,3,0,nan
14221,848,205,0,nan
14222,848,166,0,nan
14223,848,164,0,nan
14224,849,6,35,nan
14225,849,9,33,nan
14226,849,1,12,nan
14227,849,131,10,nan
14228,849,15,6,nan
14229,849,4,4,nan
14230,849,5,1,nan
14231,849,10,0,nan
14232,849,3,0,nan
14233,849,166,0,nan
14234,849,164,0,nan
14235,849,205,0,nan
14236,850,1,25,nan
14237,850,6,28,nan
14238,850,9,27,nan
14239,850,10,8,nan
14240,850,131,10,nan
14241,850,15,2,nan
14242,850,4,1,nan
14243,850,5,0,nan
14244,850,3,0,nan
14245,850,205,0,nan
14246,850,166,0,nan
14247,850,164,0,nan
14248,851,1,37,nan
14249,851,9,28,nan
14250,851,6,23,nan
14251,851,10,6,nan
14252,851,5,5,nan
14253,851,131,2,nan
14254,851,15,0,nan
14255,851,4,0,nan
14256,851,3,0,nan
14257,851,166,0,nan
14258,851,164,0,nan
14259,851,205,0,nan
14260,852,9,43,nan
14261,852,1,15,nan
14262,852,6,16,nan
14263,852,131,18,nan
14264,852,10,6,nan
14265,852,4,2,nan
14266,852,3,1,nan
14267,852,15,0,nan
14268,852,205,0,nan
14269,852,166,0,nan
14270,852,164,0,nan
14271,852,5,0,nan
14272,853,9,25,nan
14273,853,1,30,nan
14274,853,6,23,nan
14275,853,131,10,nan
14276,853,5,7,nan
14277,853,10,4,nan
14278,853,4,2,nan
14279,853,3,0,nan
14280,853,205,0,nan
14281,853,166,0,nan
14282,853,164,0,nan
14283,853,15,0,nan
14284,854,9,40,nan
14285,854,1,28,nan
14286,854,6,14,nan
14287,854,10,12,nan
14288,854,131,6,nan
14289,854,15,1,nan
14290,854,3,0,nan
14291,854,5,0,nan
14292,854,4,0,nan
14293,854,205,0,nan
14294,854,166,0,nan
14295,854,164,0,nan
14296,855,1,35,nan
14297,855,6,24,nan
14298,855,9,27,nan
14299,855,131,9,nan
14300,855,15,4,nan
14301,855,4,2,nan
14302,855,10,0,nan
14303,855,3,0,nan
14304,855,5,0,nan
14305,855,205,0,nan
14306,855,166,0,nan
14307,855,164,0,nan
14308,856,9,40,nan
14309,856,1,30,nan
14310,856,6,18,nan
14311,856,5,8,nan
14312,856,131,4,nan
14313,856,10,1,nan
14314,856,3,0,nan
14315,856,4,0,nan
14316,856,205,0,nan
14317,856,15,0,nan
14318,856,166,0,nan
14319,856,164,0,nan
14320,857,9,37,nan
14321,857,1,24,nan
14322,857,6,15,nan
14323,857,131,18,nan
14324,857,5,4,nan
14325,857,10,2,nan
14326,857,15,1,nan
14327,857,4,0,nan
14328,857,205,0,nan
14329,857,3,0,nan
14330,857,166,0,nan
14331,857,164,0,nan
14332,858,1,40,nan
14333,858,6,28,nan
14334,858,9,12,nan
14335,858,131,14,nan
14336,858,10,6,nan
14337,858,15,1,nan
14338,858,3,0,nan
14339,858,4,0,nan
14340,858,5,0,nan
14341,858,205,0,nan
14342,858,166,0,nan
14343,858,164,0,nan
14344,859,9,43,nan
14345,859,1,15,nan
14346,859,6,22,nan
14347,859,10,12,nan
14348,859,131,6,nan
14349,859,15,2,nan
14350,859,4,1,nan
14351,859,5,0,nan
14352,859,3,0,nan
14353,859,205,0,nan
14354,859,166,0,nan
14355,859,164,0,nan
14356,860,1,40,nan
14357,860,9,30,nan
14358,860,6,10,nan
14359,860,15,12,nan
14360,860,208,6,nan
14361,860,5,2,nan
14362,860,10,1,nan
14363,860,131,0,nan
14364,860,3,0,nan
14365,860,206,0,nan
14366,860,207,0,nan
14367,861,6,25,nan
14368,861,15,18,nan
14369,861,1,15,nan
14370,861,9,12,nan
14371,861,208,10,nan
14372,861,3,8,nan
14373,861,10,8,nan
14374,861,5,4,nan
14375,861,131,1,nan
14376,861,207,0,nan
14377,861,206,0,nan
14378,861,164,0,nan
14379,862,131,25,nan
14380,862,1,33,nan
14381,862,9,22,nan
14382,862,208,8,nan
14383,862,3,10,nan
14384,862,6,2,nan
14385,862,15,1,nan
14386,862,10,0,nan
14387,862,5,0,nan
14388,862,207,0,nan
14389,862,206,0,nan
14390,862,164,0,nan
14391,863,9,37,nan
14392,863,208,33,nan
14393,863,131,11,nan
14394,863,10,8,nan
14395,863,6,8,nan
14396,863,1,4,nan
14397,863,15,0,nan
14398,863,5,0,nan
14399,863,207,0,nan
14400,863,206,0,nan
14401,863,164,0,nan
14402,863,3,0,nan
14403,864,3,25,nan
14404,864,6,18,nan
14405,864,208,27,nan
14406,864,15,10,nan
14407,864,9,8,nan
14408,864,131,6,nan
14409,864,1,6,nan
14410,864,10,1,nan
14411,864,5,0,nan
14412,864,207,0,nan
14413,864,206,0,nan
14414,864,164,0,nan
14415,865,9,37,nan
14416,865,131,18,nan
14417,865,6,23,nan
14418,865,1,10,nan
14419,865,10,10,nan
14420,865,208,2,nan
14421,865,3,1,nan
14422,865,15,0,nan
14423,865,5,0,nan
14424,865,207,0,nan
14425,865,206,0,nan
14426,865,164,0,nan
14427,866,1,25,nan
14428,866,208,22,nan
14429,866,15,17,nan
14430,866,9,18,nan
14431,866,6,11,nan
14432,866,131,8,nan
14433,866,10,0,nan
14434,866,3,0,nan
14435,866,5,0,nan
14436,866,207,0,nan
14437,866,206,0,nan
14438,866,164,0,nan
14439,867,6,25,nan
14440,867,208,18,nan
14441,867,131,23,nan
14442,867,9,12,nan
14443,867,10,16,nan
14444,867,1,4,nan
14445,867,15,2,nan
14446,867,3,1,nan
14447,867,5,0,nan
14448,867,207,0,nan
14449,867,206,0,nan
14450,867,164,0,nan
14451,868,9,40,nan
14452,868,6,30,nan
14453,868,208,18,nan
14454,868,131,6,nan
14455,868,1,5,nan
14456,868,3,2,nan
14457,868,15,0,nan
14458,868,10,0,nan
14459,868,5,0,nan
14460,868,207,0,nan
14461,868,206,0,nan
14462,868,164,0,nan
14463,869,6,25,nan
14464,869,9,14,nan
14465,869,1,18,nan
14466,869,208,15,nan
14467,869,15,20,nan
14468,869,131,7,nan
14469,869,10,2,nan
14470,869,5,0,nan
14471,869,3,0,nan
14472,869,207,0,nan
14473,869,206,0,nan
14474,869,164,0,nan
14475,870,1,33,nan
14476,870,208,33,nan
14477,870,9,16,nan
14478,870,6,12,nan
14479,870,3,6,nan
14480,870,131,1,nan
14481,870,10,0,nan
14482,870,15,0,nan
14483,870,5,0,nan
14484,870,207,0,nan
14485,870,206,0,nan
14486,870,164,0,nan
14487,871,1,25,nan
14488,871,9,26,nan
14489,871,208,15,nan
14490,871,10,13,nan
14491,871,6,10,nan
14492,871,131,6,nan
14493,871,5,6,nan
14494,871,3,0,nan
14495,871,15,0,nan
14496,871,207,0,nan
14497,871,206,0,nan
14498,871,164,0,nan
14499,872,1,25,nan
14500,872,15,20,nan
14501,872,6,27,nan
14502,872,208,10,nan
14503,872,131,14,nan
14504,872,10,4,nan
14505,872,3,1,nan
14506,872,5,0,nan
14507,872,207,0,nan
14508,872,206,0,nan
14509,872,164,0,nan
14510,872,9,0,nan
14511,873,9,25,nan
14512,873,1,18,nan
14513,873,6,19,nan
14514,873,10,12,nan
14515,873,131,10,nan
14516,873,208,14,nan
14517,873,5,2,nan
14518,873,15,1,nan
14519,873,206,0,nan
14520,873,207,0,nan
14524,874,9,27,nan
14522,873,3,0,nan
14523,873,164,0,nan
14525,874,6,18,nan
14526,874,15,15,nan
14527,874,1,22,nan
14528,874,208,8,nan
14529,874,10,6,nan
14530,874,3,4,nan
14531,874,5,1,nan
14532,874,131,0,nan
14533,874,207,0,nan
14534,874,206,0,nan
14535,874,164,0,nan
14536,875,9,43,nan
14537,875,6,27,nan
14538,875,208,16,nan
14539,875,10,8,nan
14540,875,5,6,nan
14541,875,1,1,nan
14542,875,15,0,nan
14543,875,131,0,nan
14544,875,3,0,nan
14545,875,207,0,nan
14546,875,206,0,nan
14547,875,164,0,nan
14548,876,9,40,nan
14549,876,6,26,nan
14550,876,1,22,nan
14551,876,208,8,nan
14552,876,10,4,nan
14553,876,3,1,nan
14554,876,131,0,nan
14555,876,5,0,nan
14556,876,15,0,nan
14557,876,207,0,nan
14558,876,206,0,nan
14559,876,164,0,nan
14560,877,208,25,nan
14561,877,6,24,nan
14562,877,9,15,nan
14563,877,1,12,nan
14564,877,3,14,nan
14565,877,15,8,nan
14566,877,10,2,nan
14567,877,5,1,nan
14568,877,131,0,nan
14569,877,207,0,nan
14570,877,206,0,nan
14571,877,164,0,nan
14572,878,1,35,nan
14573,878,9,18,nan
14574,878,6,27,nan
14575,878,208,14,nan
14576,878,10,4,nan
14577,878,3,3,nan
14578,878,15,0,nan
14579,878,5,0,nan
14580,878,131,0,nan
14581,878,207,0,nan
14582,878,206,0,nan
14583,878,164,0,nan
14584,879,1,25,nan
14585,879,6,33,nan
14586,879,9,20,nan
14587,879,10,10,nan
14588,879,131,6,nan
14589,879,5,4,nan
14590,879,15,2,nan
14591,879,208,1,nan
14592,879,207,0,nan
14593,879,206,0,nan
14594,879,164,0,nan
14595,879,3,0,nan
14596,880,208,26,nan
14597,880,6,30,nan
14598,880,9,23,nan
14599,880,131,10,nan
14600,880,10,10,nan
14601,880,1,2,nan
14602,880,5,0,nan
14603,880,15,0,nan
14604,880,3,0,nan
14605,880,206,0,nan
14606,880,207,0,nan
14607,881,9,43,nan
14608,881,131,27,nan
14609,881,6,10,nan
14610,881,208,14,nan
14611,881,15,4,nan
14612,881,1,2,nan
14613,881,5,1,nan
14614,881,3,0,nan
14615,881,206,0,nan
14616,881,207,0,nan
14617,881,10,0,nan
14618,882,6,33,nan
14619,882,208,20,nan
14620,882,131,15,nan
14621,882,9,12,nan
14622,882,1,10,nan
14623,882,5,6,nan
14624,882,10,4,nan
14625,882,15,1,nan
14626,882,3,0,nan
14627,882,206,0,nan
14628,882,207,0,nan
14629,883,9,31,nan
14630,883,208,33,nan
14631,883,10,12,nan
14632,883,131,12,nan
14633,883,1,9,nan
14634,883,6,4,nan
14635,883,3,0,nan
14636,883,15,0,nan
14637,883,5,0,nan
14638,883,207,0,nan
14639,883,206,0,nan
14640,884,6,40,nan
14641,884,208,18,nan
14642,884,9,22,nan
14643,884,131,8,nan
14644,884,10,6,nan
14645,884,1,6,nan
14646,884,5,1,nan
14647,884,15,0,nan
14648,884,3,0,nan
14649,884,207,0,nan
14650,884,206,0,nan
14651,885,131,37,nan
14652,885,9,33,nan
14653,885,10,12,nan
14654,885,1,8,nan
14655,885,6,6,nan
14656,885,5,4,nan
14657,885,208,1,nan
14658,885,15,0,nan
14659,885,3,0,nan
14660,885,206,0,nan
14661,885,207,0,nan
14662,886,9,37,nan
14663,886,6,22,nan
14664,886,131,25,nan
14665,886,5,8,nan
14666,886,10,7,nan
14667,886,208,2,nan
14668,886,1,0,nan
14669,886,3,0,nan
14670,886,206,0,nan
14671,886,207,0,nan
14672,886,15,0,nan
14673,887,131,37,nan
14674,887,9,18,nan
14675,887,6,23,nan
14676,887,208,10,nan
14677,887,10,8,nan
14678,887,5,4,nan
14679,887,15,1,nan
14680,887,3,0,nan
14681,887,1,0,nan
14682,887,207,0,nan
14683,887,206,0,nan
14684,888,9,31,nan
14685,888,208,33,nan
14686,888,6,12,nan
14687,888,131,12,nan
14688,888,1,12,nan
14689,888,15,1,nan
14690,888,10,0,nan
14691,888,5,0,nan
14692,888,3,0,nan
14693,888,207,0,nan
14694,888,206,0,nan
14695,890,131,25,nan
14696,890,208,26,nan
14697,890,9,27,nan
14698,890,6,14,nan
14699,890,1,8,nan
14700,890,3,1,nan
14701,890,15,0,nan
14702,890,5,0,nan
14703,890,207,0,nan
14704,890,206,0,nan
14705,890,10,0,nan
14706,891,9,35,nan
14707,891,6,24,nan
14708,891,131,27,nan
14709,891,1,8,nan
14710,891,208,4,nan
14711,891,10,2,nan
14712,891,5,1,nan
14713,891,15,0,nan
14714,891,3,0,nan
14715,891,207,0,nan
14716,891,206,0,nan
14717,892,9,40,nan
14718,892,6,30,nan
14719,892,15,10,nan
14720,892,131,10,nan
14721,892,5,6,nan
14722,892,208,4,nan
14723,892,1,1,nan
14724,892,3,0,nan
14725,892,10,0,nan
14726,892,207,0,nan
14727,892,206,0,nan
14728,893,9,25,nan
14729,893,6,26,nan
14730,893,208,15,nan
14731,893,131,22,nan
14732,893,1,10,nan
14733,893,15,2,nan
14734,893,10,1,nan
14735,893,3,0,nan
14736,893,5,0,nan
14737,893,207,0,nan
14738,893,206,0,nan
14739,894,9,25,nan
14740,894,208,33,nan
14741,894,15,12,nan
14742,894,131,16,nan
14743,894,6,10,nan
14744,894,1,5,nan
14745,894,3,0,nan
14746,894,207,0,nan
14747,894,206,0,nan
14748,894,5,0,nan
14749,894,10,0,nan
14750,895,9,43,nan
14751,895,208,25,nan
14752,895,6,13,nan
14753,895,15,14,nan
14754,895,131,4,nan
14755,895,1,2,nan
14756,895,10,0,nan
14757,895,5,0,nan
14758,895,3,0,nan
14759,895,207,0,nan
14760,895,206,0,nan
14761,896,9,25,nan
14762,896,131,26,nan
14763,896,208,21,nan
14764,896,6,12,nan
14765,896,1,10,nan
14766,896,10,6,nan
14767,896,5,1,nan
14768,896,3,0,nan
14769,896,15,0,nan
14770,896,206,0,nan
14771,896,207,0,nan
14772,897,9,43,nan
14773,897,131,21,nan
14774,897,208,12,nan
14775,897,6,14,nan
14776,897,10,9,nan
14777,897,1,2,nan
14778,897,3,0,nan
14779,897,15,0,nan
14780,897,5,0,nan
14781,897,207,0,nan
14782,897,206,0,nan
14783,898,9,40,nan
14784,898,208,18,nan
14785,898,131,14,nan
14786,898,6,10,nan
14787,898,15,8,nan
14788,898,1,7,nan
14789,898,3,4,nan
14790,898,5,0,nan
14791,898,10,0,nan
14792,898,206,0,nan
14793,898,207,0,nan
14794,899,9,43,nan
14795,899,6,21,nan
14796,899,1,20,nan
14797,899,131,12,nan
14798,899,15,4,nan
14799,899,5,1,nan
14800,899,10,0,nan
14801,899,208,0,nan
14802,899,3,0,nan
14803,899,206,0,nan
14804,899,207,0,nan
14805,790,6,9,nan
14806,790,105,15,nan
14807,790,128,0,nan
14808,900,131,25,nan
14809,900,9,0,nan
14810,900,1,33,nan
14811,900,6,18,nan
14812,900,3,10,nan
14813,900,10,9,nan
14814,900,5,6,nan
14815,900,15,0,nan
14816,900,206,0,nan
14817,900,208,0,nan
14818,900,207,0,nan
14819,901,131,43,nan
14820,901,9,15,nan
14821,901,6,12,nan
14822,901,10,10,nan
14823,901,1,10,nan
14824,901,3,10,nan
14825,901,5,1,nan
14826,901,208,0,nan
14827,901,207,0,nan
14828,901,206,0,nan
14829,901,15,0,nan
14830,902,131,43,nan
14831,902,10,25,nan
14832,902,9,20,nan
14833,902,3,10,nan
14834,902,6,3,nan
14835,902,5,0,nan
14836,902,208,0,nan
14837,902,206,0,nan
14838,902,207,0,nan
14839,902,1,0,nan
14840,902,15,0,nan
14841,903,131,43,nan
14842,903,6,19,nan
14843,903,9,22,nan
14844,903,10,10,nan
14845,903,3,6,nan
14846,903,5,1,nan
14847,903,1,0,nan
14848,903,208,0,nan
14849,903,15,0,nan
14850,903,207,0,nan
14851,903,206,0,nan
15820,1007,9,25,nan
14853,904,131,43,nan
14854,904,9,27,nan
14855,904,3,10,nan
14856,904,6,14,nan
14857,904,208,4,nan
14858,904,10,3,nan
14859,904,1,0,nan
14860,904,5,0,nan
14861,904,15,0,nan
14862,904,206,0,nan
14863,904,207,0,nan
14864,905,131,43,nan
14865,905,9,15,nan
14866,905,6,12,nan
14867,905,10,10,nan
14868,905,1,9,nan
14869,905,3,6,nan
14870,905,208,4,nan
14871,905,206,2,nan
14872,905,207,0,nan
14873,905,15,0,nan
14874,905,5,0,nan
14875,906,9,40,nan
14876,906,131,18,nan
14877,906,1,14,nan
14878,906,10,10,nan
14879,906,6,9,nan
14880,906,3,6,nan
14881,906,5,4,nan
14882,906,15,0,nan
14883,906,208,0,nan
14884,906,207,0,nan
14885,906,206,0,nan
14886,907,131,43,nan
14887,907,3,27,nan
14888,907,6,11,nan
14889,907,10,10,nan
14890,907,1,6,nan
14891,907,9,4,nan
14892,907,208,0,nan
14893,907,15,0,nan
14894,907,206,0,nan
14895,907,207,0,nan
14896,907,5,0,nan
14897,908,131,25,nan
14898,908,3,18,nan
14899,908,9,25,nan
14900,908,1,18,nan
14901,908,6,8,nan
14902,908,10,4,nan
14903,908,5,3,nan
14904,908,208,0,nan
14905,908,15,0,nan
14906,908,206,0,nan
14907,908,207,0,nan
14908,909,131,40,nan
14909,909,3,18,nan
14910,909,9,20,nan
14911,909,6,10,nan
14912,909,10,7,nan
14913,909,1,6,nan
14914,909,208,0,nan
14915,909,5,0,nan
14916,909,15,0,nan
14917,909,206,0,nan
14918,909,207,0,nan
14919,910,9,31,nan
14920,910,6,26,nan
14921,910,131,27,nan
14922,910,3,14,nan
14923,910,5,2,nan
14924,910,1,1,nan
14925,910,15,0,nan
14926,910,208,0,nan
14927,910,206,0,nan
14928,910,207,0,nan
14929,910,10,0,nan
14930,911,9,35,nan
14931,911,131,18,nan
14932,911,3,15,nan
14933,911,6,18,nan
14934,911,1,8,nan
14935,911,10,5,nan
14936,911,5,2,nan
14937,911,15,0,nan
14938,911,206,0,nan
14939,911,207,0,nan
14940,911,208,0,nan
14941,912,131,43,nan
14942,912,3,27,nan
14943,912,9,18,nan
14944,912,10,6,nan
14945,912,1,5,nan
14946,912,6,2,nan
14947,912,5,0,nan
14948,912,208,0,nan
14949,912,15,0,nan
14950,912,207,0,nan
14951,912,206,0,nan
14952,913,131,25,nan
14953,913,9,33,nan
14954,913,6,16,nan
14955,913,3,10,nan
14956,913,5,8,nan
14957,913,10,8,nan
14958,913,1,1,nan
14959,913,208,0,nan
14960,913,207,0,nan
14961,913,206,0,nan
14962,913,15,0,nan
14963,914,131,43,nan
14964,914,9,27,nan
14965,914,1,10,nan
14966,914,3,14,nan
14967,914,10,5,nan
14968,914,5,2,nan
14969,914,6,0,nan
14970,914,15,0,nan
14971,914,208,0,nan
14972,914,207,0,nan
14973,914,206,0,nan
14974,915,131,43,nan
14975,915,3,15,nan
14976,915,1,22,nan
14977,915,6,10,nan
14978,915,9,10,nan
14979,915,10,1,nan
14980,915,5,0,nan
14981,915,15,0,nan
14982,915,208,0,nan
14983,915,207,0,nan
14984,915,206,0,nan
14985,784,6,12,nan
14986,784,105,13,nan
14987,916,131,43,nan
14988,916,9,21,nan
14989,916,3,22,nan
14990,916,6,8,nan
14991,916,1,4,nan
14992,916,5,1,nan
14993,916,208,2,nan
14994,916,15,0,nan
14995,916,10,0,nan
14996,917,131,43,nan
14997,917,3,16,nan
14998,917,1,14,nan
14999,917,9,10,nan
15000,917,6,14,nan
15001,917,10,4,nan
15002,917,5,0,nan
15003,917,208,0,nan
15004,917,15,0,nan
15005,918,131,50,nan
15006,918,3,66,nan
15007,918,9,32,nan
15008,918,1,20,nan
15009,918,10,28,nan
15010,918,6,6,nan
15011,918,5,0,nan
15012,918,208,0,nan
15013,918,15,0,nan
15014,918,207,0,nan
15821,1007,6,33,nan
15015,926,131,43,nan
15016,926,6,15,nan
15017,926,3,12,nan
15018,926,15,14,nan
15019,926,9,8,nan
15020,926,10,7,nan
15021,926,5,2,nan
15022,926,1,0,nan
15023,926,208,0,nan
15024,927,6,37,nan
15025,927,131,33,nan
15026,927,3,18,nan
15027,927,5,10,nan
15028,927,9,3,nan
15029,927,208,0,nan
15030,927,15,0,nan
15031,927,10,0,nan
15032,927,209,0,nan
15033,927,1,0,nan
15034,928,131,43,nan
15035,928,6,27,nan
15036,928,3,18,nan
15037,928,208,6,nan
15038,928,15,5,nan
15039,928,9,2,nan
15040,928,10,0,nan
15041,928,1,0,nan
15042,928,5,0,nan
15043,928,209,0,nan
15044,929,131,40,nan
15045,929,6,28,nan
15046,929,3,13,nan
15047,929,9,10,nan
15048,929,208,6,nan
15049,929,10,4,nan
15050,929,1,0,nan
15051,929,15,0,nan
15052,929,209,0,nan
15053,929,5,0,nan
15054,930,131,43,nan
15055,930,6,25,nan
15056,930,3,20,nan
15057,930,9,7,nan
15058,930,208,4,nan
15059,930,5,2,nan
15060,930,15,0,nan
15061,930,10,0,nan
15062,930,1,0,nan
15063,930,209,0,nan
15064,931,131,40,nan
15065,931,6,26,nan
15066,931,9,22,nan
15067,931,10,6,nan
15068,931,1,4,nan
15069,931,15,2,nan
15070,931,5,1,nan
15071,931,208,0,nan
15072,931,3,0,nan
15073,931,209,0,nan
15074,932,131,43,nan
15075,932,3,23,nan
15076,932,6,22,nan
15077,932,208,7,nan
15078,932,10,4,nan
15079,932,9,2,nan
15080,932,5,0,nan
15081,932,15,0,nan
15082,932,209,0,nan
15083,932,1,0,nan
15084,933,131,43,nan
15085,933,3,25,nan
15086,933,6,12,nan
15087,933,10,10,nan
15088,933,208,6,nan
15089,933,5,4,nan
15090,933,9,1,nan
15091,933,15,0,nan
15092,933,209,0,nan
15093,933,1,0,nan
15094,934,131,43,nan
15095,934,6,19,nan
15096,934,3,22,nan
15097,934,9,8,nan
15098,934,10,8,nan
15099,934,1,1,nan
15100,934,15,0,nan
15101,934,209,0,nan
15102,934,5,0,nan
15103,934,208,0,nan
15104,936,6,25,nan
15105,936,9,33,nan
15106,936,5,12,nan
15107,936,1,12,nan
15108,936,131,12,nan
15109,936,208,6,nan
15110,936,15,1,nan
15111,936,3,0,nan
15112,936,209,0,nan
15113,936,10,0,nan
15114,937,131,43,nan
15115,937,208,15,nan
15116,937,9,12,nan
15117,937,10,10,nan
15118,937,3,10,nan
15119,937,6,6,nan
15120,937,5,4,nan
15121,937,15,1,nan
15122,937,1,0,nan
15123,937,206,0,nan
15124,937,209,0,nan
15125,938,131,25,nan
15126,938,6,28,nan
15127,938,3,27,nan
15128,938,10,14,nan
15129,938,9,5,nan
15130,938,15,2,nan
15131,938,5,0,nan
15132,938,1,0,nan
15133,938,209,0,nan
15134,938,208,0,nan
15135,939,6,40,nan
15136,939,9,26,nan
15137,939,131,12,nan
15138,939,3,10,nan
15139,939,10,6,nan
15140,939,5,6,nan
15141,939,15,1,nan
15142,939,208,0,nan
15143,939,209,0,nan
15144,939,1,0,nan
15145,940,131,43,nan
15146,940,6,27,nan
15147,940,3,10,nan
15148,940,10,8,nan
15149,940,208,10,nan
15150,940,5,3,nan
15151,940,1,0,nan
15152,940,9,0,nan
15153,940,15,0,nan
15154,940,209,0,nan
15155,941,131,25,nan
15156,941,6,22,nan
15157,941,10,15,nan
15158,941,3,12,nan
15159,941,9,10,nan
15160,941,15,8,nan
15161,941,208,6,nan
15162,941,1,2,nan
15163,941,5,1,nan
15164,941,209,0,nan
15165,941,206,0,nan
15166,942,131,43,nan
15167,942,6,15,nan
15168,942,5,18,nan
15169,942,10,10,nan
15170,942,1,8,nan
15171,942,208,4,nan
15172,942,15,2,nan
15173,942,9,1,nan
15174,942,209,0,nan
15175,942,3,0,nan
15176,943,131,43,nan
15177,943,3,23,nan
15178,943,9,22,nan
15179,943,10,10,nan
15180,943,5,2,nan
15181,943,208,1,nan
15182,943,15,0,nan
15183,943,1,0,nan
15184,943,206,0,nan
15185,943,6,0,nan
15186,944,131,43,nan
15187,944,6,27,nan
15188,944,3,10,nan
15189,944,10,8,nan
15190,944,9,6,nan
15191,944,208,5,nan
15192,944,5,2,nan
15193,944,15,0,nan
15194,944,1,0,nan
15195,944,209,0,nan
15196,943,209,0,nan
15197,945,131,43,nan
15198,945,6,27,nan
15199,945,10,16,nan
15200,945,9,9,nan
15201,945,3,4,nan
15202,945,208,2,nan
15203,945,5,0,nan
15204,945,1,0,nan
15205,945,15,0,nan
15206,945,206,0,nan
15207,945,209,0,nan
15208,948,131,43,nan
15209,948,6,15,nan
15210,948,9,12,nan
15211,948,3,14,nan
15212,948,210,8,nan
15213,948,10,6,nan
15214,948,5,3,nan
15215,948,4,0,nan
15216,948,1,0,nan
15217,948,15,0,nan
15218,948,209,0,nan
15219,949,131,40,nan
15220,949,6,18,nan
15221,949,9,18,nan
15222,949,210,10,nan
15223,949,5,8,nan
15224,949,3,6,nan
15225,949,1,1,nan
15226,949,4,0,nan
15227,949,15,0,nan
15228,949,209,0,nan
15229,949,10,0,nan
15230,950,131,31,nan
15231,950,6,28,nan
15232,950,9,27,nan
15233,950,3,9,nan
15234,950,5,6,nan
15235,950,10,0,nan
